host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,estimated_occupancy_l365d,instant_bookable,last_scraped_days_since,host_since_days_since,first_review_days_since,last_review_days_since,host_verifications_email,host_verifications_phone,host_verifications_work_email,amenities_Air conditioning,amenities_Bathtub,amenities_Bed linens,amenities_Body soap,amenities_Carbon monoxide alarm,amenities_Cleaning products,amenities_Coffee,amenities_Coffee maker,amenities_Conditioner,amenities_Cooking basics,amenities_Dedicated workspace,amenities_Dining table,amenities_Dishes and silverware,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Exterior security cameras on property,amenities_Extra pillows and blankets,amenities_Fire extinguisher,amenities_First aid kit,amenities_Free parking on premises,amenities_Free street parking,amenities_Freezer,amenities_Hair dryer,amenities_Hangers,amenities_Heating,amenities_Hot water,amenities_Hot water kettle,amenities_Iron,amenities_Kitchen,amenities_Long term stays allowed,amenities_Luggage dropoff allowed,amenities_Microwave,amenities_Outdoor dining area,amenities_Outdoor furniture,amenities_Oven,amenities_Pets allowed,amenities_Private entrance,amenities_Refrigerator,amenities_Room-darkening shades,amenities_Self check-in,amenities_Shampoo,amenities_Shower gel,amenities_Smoke alarm,amenities_Stove,amenities_TV,amenities_Toaster,amenities_Washer,amenities_Wifi,amenities_Wine glasses,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire rental unit,property_type_Other,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Hotel room,room_type_Private room,room_type_Shared room
0.0,1.0,0.98,1.0,25.0,25.0,1.0,34.09153204,-118.0233356,2.0,1.0,1.0,1.0,48.0,1.0,28.0,1.0,1.0,0.0,0.0,1.0,0.0,48.0,0.0,610,-2228.0,424,534,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.91,0.0,3.0,4.0,1.0,33.7781171,-118.1644419,6.0,1.0,3.0,3.0,155.0,1.0,365.0,1.0,4.0,365.0,365.0,3.2,365.0,156.0,0.0,610,-3578.0,267,589,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.97,0.0,4988.0,5760.0,1.0,34.053674,-118.437273,4.0,2.0,2.0,2.0,227.0,31.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,1.0,611,-2572.0,-449,-449,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.53,1.0,32.0,38.0,1.0,40.72133814,-73.99426986,2.0,1.0,1.0,1.0,182.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,120.0,0.0,640,-973.0,-582,608,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3.0,0.0,0.09,0.0,1.0,2.0,1.0,34.10639,-118.27938,2.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-4014.0,-1301,235,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.99,1.0,0.0,3.0,4.0,1.0,40.6720111,-73.811453,2.0,1.0,1.0,1.0,85.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,1.0,639,-1104.0,-422,630,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.9,1.0,7.0,12.0,1.0,34.11145,-118.33962,4.0,1.0,1.0,1.0,324.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,192.0,0.0,610,-3092.0,-367,587,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.98,0.0,1.0,1.0,1.0,33.9937,-118.47906,3.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3943.0,-3046,-2679,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,16.0,21.0,1.0,34.0676,-118.11953,6.0,1.0,2.0,3.0,100.0,2.0,30.0,1.0,2.0,0.0,0.0,2.0,0.0,66.0,0.0,610,-717.0,545,605,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,0.98,1.0,4.0,7.0,1.0,34.09589,-118.26838,4.0,1.0,1.0,1.0,220.0,1.0,28.0,1.0,1.0,28.0,28.0,1.0,28.0,78.0,0.0,610,-4477.0,-1681,608,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.99,0.0,14.0,16.0,1.0,34.0862433,-118.2214354,2.0,1.0,1.0,1.0,27.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,120.0,0.0,610,-4105.0,451,512,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,0.96,0.89,0.0,1.0,3.0,1.0,40.76237,-73.92069,3.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-3122.0,-3081,-2923,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.96,0.0,15.0,17.0,1.0,40.74786697,-73.99318427,2.0,1.0,0.0,1.0,113.0,30.0,182.0,30.0,30.0,182.0,182.0,30.0,182.0,120.0,0.0,640,-1651.0,-186,608,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.33,0.0,2.0,2.0,1.0,40.8261342,-73.94616962,1.0,1.0,0.0,1.0,86.0,30.0,45.0,30.0,30.0,45.0,45.0,30.0,45.0,0.0,0.0,640,-664.0,-190,-190,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,0.0,1.0,2.0,1.0,40.76774,-73.91674,3.0,1.0,1.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,640,-3623.0,-2395,76,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.4,1.0,1.0,1.0,1.0,34.045712,-118.258553,4.0,2.0,2.0,2.0,162.0,31.0,365.0,31.0,31.0,365.0,365.0,31.0,365.0,186.0,0.0,610,-2113.0,-550,515,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.9,0.87,1.0,5.0,8.0,1.0,34.00842,-118.48237,1.0,1.0,0.0,1.0,126.0,12.0,365.0,3.0,12.0,365.0,365.0,11.9,365.0,216.0,0.0,611,-2587.0,48,546,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.65,0.95,0.0,1.0,3.0,1.0,33.88501,-118.37192,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,611,-3484.0,-1465,-1135,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,33.9866273,-118.3542426,2.0,1.0,0.0,1.0,116.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,156.0,0.0,610,-801.0,-501,593,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.98,1.0,6.0,6.0,1.0,40.6866703,-73.871597,2.0,2.0,1.0,1.0,40.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0,60.0,60.0,0.0,639,-319.0,620,620,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.46,0.0,1.0,2.0,1.0,40.58064628,-73.96369229,4.0,2.0,1.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-2426.0,-135,-128,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,0.94,1.0,52.0,84.0,1.0,34.05161,-118.26305,2.0,1.0,1.0,1.0,187.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,60.0,1.0,610,-462.0,503,503,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,1.0,0.0,1.0,2.0,1.0,40.80838,-73.9597,2.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-4036.0,-2940,-2131,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.97,0.0,1.0,2.0,1.0,40.72005,-73.99645,2.0,1.5,1.0,0.0,0.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,1.0,640,-4667.0,-3920,-2030,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.97,1.0,66.0,110.0,1.0,33.9993055,-117.8430356,2.0,1.0,1.0,1.0,62.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,12.0,0.0,610,-2642.0,590,606,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,0.83,0.1,0.0,3.0,6.0,1.0,40.7618947,-73.9857977,1.0,1.0,0.0,0.0,0.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-2115.0,16,16,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1.0,0.96,0.0,1.0,3.0,1.0,34.08247548,-118.0902343,2.0,1.0,1.0,1.0,46.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,24.0,0.0,610,-1733.0,103,577,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,1.0,6.0,6.0,1.0,34.07573,-118.1197,6.0,2.0,3.0,4.0,175.0,1.0,365.0,1.0,1.0,0.0,0.0,1.0,0.0,84.0,1.0,610,-2705.0,376,588,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.99,0.56,0.0,2.0,2.0,1.0,34.20946,-118.60079,3.0,1.0,0.0,1.0,126.0,30.0,30.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,610,-1973.0,-1960,174,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,1.0,2.0,1.0,40.67101,-73.82214,6.0,1.5,3.0,3.0,200.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,60.0,0.0,639,-1226.0,487,487,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,0.92,0.78,1.0,3.0,10.0,1.0,34.08474,-118.17185,8.0,2.0,3.0,4.0,252.0,2.0,365.0,1.0,4.0,365.0,365.0,3.0,365.0,90.0,0.0,610,-3880.0,518,596,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.89,1.0,1.0,2.0,1.0,34.42254,-118.44375,2.0,1.0,1.0,1.0,79.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,204.0,0.0,610,-2577.0,188,585,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.74,0.0,2.0,2.0,1.0,40.78942,-73.97513,2.0,1.5,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-3660.0,-3134,-2178,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
2.0,1.0,1.0,0.0,7.0,11.0,1.0,34.07633,-118.35238,3.0,1.0,1.0,0.0,0.0,30.0,31.0,30.0,30.0,31.0,31.0,30.0,31.0,0.0,0.0,611,-2751.0,-2211,-1396,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.97,0.99,0.0,99.0,107.0,1.0,40.70466,-74.00568,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,640,-1174.0,-1131,-120,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0.0,1.0,0.95,0.0,1.0,1.0,1.0,40.78897,-73.94224,2.0,1.0,1.0,1.0,141.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,640,-702.0,-659,-56,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,1.0,2.0,2.0,1.0,34.05546,-118.75731,2.0,1.5,1.0,1.0,271.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,255.0,1.0,610,-2633.0,-2612,603,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.0,0.99,1.0,0.0,5.0,14.0,1.0,40.8667,-73.84154,1.0,1.0,1.0,2.0,38.0,30.0,0.0,30.0,120.0,0.0,0.0,30.2,0.0,0.0,0.0,640,-2899.0,-2086,126,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,0.67,0.0,1.0,1.0,1.0,40.67885,-73.99999,4.0,1.0,1.0,2.0,294.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,120.0,0.0,640,-3058.0,-444,579,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.9,0.0,203.0,242.0,1.0,34.04046193,-118.3535522,2.0,1.0,1.0,1.0,9.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,255.0,0.0,611,71.0,412,543,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.99,1.0,8.0,11.0,1.0,34.0166,-118.49026,2.0,1.0,1.0,1.0,190.0,1.0,365.0,1.0,5.0,365.0,365.0,4.8,365.0,18.0,1.0,611,409.0,552,587,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.94,1.0,2.0,2.0,1.0,40.78512819,-73.81021041,1.0,1.0,1.0,1.0,79.0,1.0,25.0,1.0,1.0,25.0,25.0,1.0,25.0,255.0,0.0,639,-257.0,-225,614,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.9,0.0,4.0,4.0,1.0,33.3409615,-118.3282847,10.0,3.0,4.0,10.0,1588.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,30.0,0.0,610,-2196.0,455,570,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.96,1.0,1.0,1.0,1.0,33.79437594,-118.2028398,4.0,1.0,2.0,2.0,112.0,1.0,90.0,1.0,3.0,0.0,0.0,2.2,0.0,255.0,0.0,610,-372.0,-343,607,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,34.06857,-118.36432,12.0,5.5,5.0,7.0,900.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3563.0,-2975,-1058,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.94,0.0,5.0,8.0,1.0,34.02776,-118.42257,2.0,1.0,1.0,1.0,60.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,610,-1389.0,-93,-67,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,1.0,3.0,4.0,1.0,40.62556,-74.08606,2.0,2.5,4.0,5.0,516.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,166.0,0.0,639,-2632.0,-728,636,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.99,1.0,8.0,8.0,1.0,34.08189195,-118.0156034,6.0,1.0,2.0,4.0,153.0,2.0,365.0,2.0,3.0,0.0,0.0,2.1,0.0,174.0,1.0,610,-251.0,-231,601,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,3.0,4.0,1.0,34.08908701,-118.2494765,1.0,1.0,1.0,0.0,0.0,30.0,60.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,611,-1200.0,151,151,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,40.69832,-73.93297,3.0,1.0,1.0,1.0,151.0,30.0,150.0,30.0,30.0,150.0,150.0,30.0,150.0,0.0,0.0,640,-3256.0,122,122,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.96,1.0,4.0,4.0,1.0,34.05831669,-118.1216094,6.0,1.0,3.0,3.0,163.0,14.0,365.0,14.0,14.0,0.0,0.0,14.0,0.0,196.0,0.0,610,-622.0,120,568,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,129.0,202.0,1.0,33.34453,-118.32712,8.0,1.5,4.0,4.0,647.0,2.0,0.0,2.0,3.0,2.0,92.0,2.2,52.5,54.0,1.0,610,-1652.0,-920,573,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,40.59508,-73.7782,2.0,1.0,1.0,1.0,500.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,639,-2920.0,-2689,-1541,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.99,0.0,1.0,2.0,1.0,33.98949,-118.41745,5.0,2.0,2.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3830.0,-3044,-1593,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
